CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
16884,37.0,2,429.84,2,1,1,Low Value Customers
16885,,3,471.51,1,1,1,Inactive Customers
16887,34.0,1,194.88,2,1,1,Low Value Customers
16889,243.0,3,1578.67,1,1,1,Inactive Customers
16891,1.0,5,809.7,3,2,1,Good Customers
16892,0.0,5,525.54,3,2,1,Good Customers
16893,366.0,1,145.93,1,1,1,Inactive Customers
16895,64.0,1,219.14,2,1,1,Low Value Customers
16897,,2,289.78,1,1,1,Inactive Customers
16898,368.0,3,508.81,1,1,1,Inactive Customers
16899,7.0,6,1281.56,3,2,1,Good Customers
16900,62.0,3,887.11,2,1,1,Low Value Customers
16902,,1,1706.88,1,1,1,Inactive Customers
16903,28.0,1,373.24,3,1,1,Low Value Customers
16904,3.0,16,3754.27,3,3,2,Best Customers
16905,4.0,7,3102.43,3,2,2,Good Customers
16906,186.0,4,579.77,1,1,1,Inactive Customers
16907,28.0,5,981.65,3,2,1,Good Customers
16909,,1,379.14,1,1,1,Inactive Customers
16910,3.0,8,1510.06,3,2,1,Good Customers
16912,28.0,11,2575.38,3,3,2,Best Customers
16913,,1,113.44,1,1,1,Inactive Customers
16914,35.0,1,208.46,2,1,1,Low Value Customers
16915,126.0,6,621.6800000000001,1,2,1,Inactive Customers
16916,371.0,2,576.26,1,1,1,Inactive Customers
16917,276.0,1,391.52,1,1,1,Inactive Customers
16918,62.0,6,1068.82,2,2,1,Good Customers
16919,155.0,11,2596.45,1,3,2,Inactive Customers
16921,60.0,1,169.79,2,1,1,Low Value Customers
16923,68.0,19,7247.61,2,3,3,Good Customers
16924,64.0,3,846.75,2,1,1,Low Value Customers
16926,370.0,1,230.25,1,1,1,Inactive Customers
16927,275.0,3,543.05,1,1,1,Inactive Customers
16928,93.0,17,2847.6,1,3,2,Inactive Customers
16929,3.0,7,1295.39,3,2,1,Good Customers
16930,67.0,3,380.55,2,1,1,Low Value Customers
16931,4.0,21,4604.22,3,3,2,Best Customers
16932,,1,161.94,1,1,1,Inactive Customers
16933,0.0,2,563.23,3,1,1,Low Value Customers
16934,,2,950.9300000000001,1,1,1,Inactive Customers
16936,,1,262.68,1,1,1,Inactive Customers
16938,8.0,4,2736.38,3,1,2,Low Value Customers
16940,,3,3049.88,1,1,2,Inactive Customers
16942,33.0,9,1920.59,2,2,1,Good Customers
16943,211.0,3,816.73,1,1,1,Inactive Customers
16945,31.0,19,4345.5,2,3,2,Good Customers
16947,,1,406.48,1,1,1,Inactive Customers
16948,,3,435.02,1,1,1,Inactive Customers
16949,3.0,6,1286.27,3,2,1,Good Customers
16950,123.0,3,1178.56,1,1,1,Inactive Customers
16951,303.0,3,1277.75,1,1,1,Inactive Customers
16952,,2,167.61,1,1,1,Inactive Customers
16953,29.0,1,20.8,3,1,1,Low Value Customers
16954,0.0,9,2085.08,3,2,2,Good Customers
16955,184.0,4,518.67,1,1,1,Inactive Customers
16956,,1,308.74,1,1,1,Inactive Customers
16957,281.0,2,416.64,1,1,1,Inactive Customers
16959,,1,117.35000000000001,1,1,1,Inactive Customers
16960,38.0,3,507.05,2,1,1,Low Value Customers
16961,,1,234.17000000000002,1,1,1,Inactive Customers
16963,186.0,1,110.55000000000001,1,1,1,Inactive Customers
16965,,1,201.19,1,1,1,Inactive Customers
16966,7.0,7,2154.97,3,2,2,Good Customers
16967,188.0,1,319.02,1,1,1,Inactive Customers
16968,3.0,2,439.43,3,1,1,Low Value Customers
16969,191.0,3,650.41,1,1,1,Inactive Customers
16971,37.0,1,357.21,2,1,1,Low Value Customers
16976,,1,251.51999999999998,1,1,1,Inactive Customers
16978,,1,344.33,1,1,1,Inactive Customers
16979,3.0,6,1852.0,3,2,1,Good Customers
16980,,2,1078.96,1,1,1,Inactive Customers
16982,60.0,1,384.06,2,1,1,Low Value Customers
16983,96.0,7,1931.25,1,2,1,Inactive Customers
16984,87.0,2,4481.35,2,1,2,Low Value Customers
16985,87.0,10,5464.12,2,3,3,Good Customers
16986,29.0,2,1873.2,3,1,1,Low Value Customers
16987,2.0,7,1625.05,3,2,1,Good Customers
16988,4.0,1,126.12,3,1,1,Low Value Customers
16989,6.0,6,1133.25,3,2,1,Good Customers
16990,218.0,1,179.0,1,1,1,Inactive Customers
16992,36.0,5,1614.31,2,2,1,Good Customers
16996,29.0,6,1456.96,3,2,1,Good Customers
16997,308.0,3,702.0,1,1,1,Inactive Customers
16998,303.0,4,295.0,1,1,1,Inactive Customers
16999,,2,484.82,1,1,1,Inactive Customers
17001,0.0,11,3989.57,3,3,2,Best Customers
17002,215.0,3,1493.73,1,1,1,Inactive Customers
17004,92.0,2,1412.94,1,1,1,Inactive Customers
17006,4.0,4,781.78,3,1,1,Low Value Customers
17007,154.0,6,889.9300000000001,1,2,1,Inactive Customers
17010,,1,195.36,1,1,1,Inactive Customers
17011,29.0,1,270.9,3,1,1,Low Value Customers
17014,7.0,3,586.33,3,1,1,Low Value Customers
17015,28.0,3,1842.56,3,1,1,Low Value Customers
17017,2.0,20,8694.26,3,3,3,Best Customers
17018,,2,920.1,1,1,1,Inactive Customers
17019,367.0,4,1272.61,1,1,1,Inactive Customers
17022,30.0,1,71.0,3,1,1,Low Value Customers
17024,98.0,3,95.85,1,1,1,Inactive Customers
17025,60.0,3,357.77,2,1,1,Low Value Customers
17026,184.0,2,154.83,1,1,1,Inactive Customers
17027,282.0,6,890.29,1,2,1,Inactive Customers
17029,,2,716.0,1,1,1,Inactive Customers
17030,63.0,1,146.87,2,1,1,Low Value Customers
17031,154.0,2,380.35,1,1,1,Inactive Customers
17033,213.0,3,1030.14,1,1,1,Inactive Customers
17034,,3,745.52,1,1,1,Inactive Customers
17035,245.0,2,433.53000000000003,1,1,1,Inactive Customers
17037,,1,1267.32,1,1,1,Inactive Customers
17038,29.0,1,112.4,3,1,1,Low Value Customers
17040,,1,449.73,1,1,1,Inactive Customers
17041,,3,1081.57,1,1,1,Inactive Customers
17042,2.0,5,1044.38,3,2,1,Good Customers
17043,31.0,4,1735.18,2,1,1,Low Value Customers
17044,,1,948.48,1,1,1,Inactive Customers
17045,155.0,3,339.44,1,1,1,Inactive Customers
17046,156.0,1,642.02,1,1,1,Inactive Customers
17047,,3,1100.9,1,1,1,Inactive Customers
17048,282.0,3,925.35,1,1,1,Inactive Customers
17049,2.0,9,5659.9800000000005,3,2,3,Good Customers
17050,95.0,6,3228.84,1,2,2,Inactive Customers
17051,,1,247.14,1,1,1,Inactive Customers
17052,27.0,1,413.75,3,1,1,Low Value Customers
17053,130.0,1,498.48,1,1,1,Inactive Customers
17054,27.0,5,1356.33,3,2,1,Good Customers
17058,,3,1179.89,1,1,1,Inactive Customers
17059,29.0,5,3095.04,3,2,2,Good Customers
17060,,1,234.24,1,1,1,Inactive Customers
17061,218.0,11,5232.2300000000005,1,3,3,Inactive Customers
17062,365.0,4,538.37,1,1,1,Inactive Customers
17063,,7,1461.14,1,2,1,Inactive Customers
17064,58.0,3,859.35,2,1,1,Low Value Customers
17068,63.0,21,4552.14,2,3,2,Good Customers
17069,27.0,9,2709.7000000000003,3,2,2,Good Customers
17070,,1,312.14,1,1,1,Inactive Customers
17071,27.0,9,2429.03,3,2,2,Good Customers
17073,,4,1446.09,1,1,1,Inactive Customers
17075,,4,834.12,1,1,1,Inactive Customers
17076,35.0,3,841.0799999999999,2,1,1,Low Value Customers
17078,35.0,2,378.2,2,1,1,Low Value Customers
17079,,1,118.80000000000001,1,1,1,Inactive Customers
17080,,2,287.62,1,1,1,Inactive Customers
17081,,2,290.16,1,1,1,Inactive Customers
17082,32.0,2,2003.8500000000001,2,1,2,Low Value Customers
17083,303.0,3,1405.78,1,1,1,Inactive Customers
17084,34.0,2,2949.75,2,1,2,Low Value Customers
17085,122.0,5,1566.65,1,2,1,Inactive Customers
17086,6.0,6,2050.08,3,2,2,Good Customers
17088,27.0,4,1991.01,3,1,1,Low Value Customers
17090,3.0,7,2043.95,3,2,2,Good Customers
17091,2.0,9,3827.76,3,2,2,Good Customers
17092,125.0,4,1777.78,1,1,1,Inactive Customers
17094,,1,302.0,1,1,1,Inactive Customers
17095,334.0,3,1324.16,1,1,1,Inactive Customers
17096,57.0,4,1022.13,2,1,1,Low Value Customers
17097,1.0,8,954.42,3,2,1,Good Customers
17100,,2,971.74,1,1,1,Inactive Customers
17101,29.0,4,1621.73,3,1,1,Low Value Customers
17102,,1,25.5,1,1,1,Inactive Customers
17105,158.0,2,665.78,1,1,1,Inactive Customers
17107,32.0,6,10815.43,2,2,3,Good Customers
17109,28.0,6,885.04,3,2,1,Good Customers
17110,,1,163.29999999999998,1,1,1,Inactive Customers
17111,,1,248.61,1,1,1,Inactive Customers
17114,5.0,8,808.62,3,2,1,Good Customers
17115,7.0,3,837.5,3,1,1,Low Value Customers
17117,,1,116.2,1,1,1,Inactive Customers
17118,,1,157.02,1,1,1,Inactive Customers
17119,2.0,2,606.91,3,1,1,Low Value Customers
17120,,1,307.46,1,1,1,Inactive Customers
17122,118.0,1,138.32,1,1,1,Inactive Customers
17123,161.0,1,345.3,1,1,1,Inactive Customers
17124,184.0,1,298.89,1,1,1,Inactive Customers
17125,,1,259.35,1,1,1,Inactive Customers
17126,151.0,5,1004.75,1,2,1,Inactive Customers
17128,334.0,1,157.09,1,1,1,Inactive Customers
17131,4.0,5,2463.17,3,2,2,Good Customers
17133,33.0,7,4892.240000000001,2,2,2,Good Customers
17134,,2,425.0,1,1,1,Inactive Customers
17135,37.0,7,1139.73,2,2,1,Good Customers
17138,275.0,1,380.5,1,1,1,Inactive Customers
17139,38.0,12,10668.47,2,3,3,Good Customers
17140,246.0,1,465.32,1,1,1,Inactive Customers
17142,,1,579.0,1,1,1,Inactive Customers
17144,0.0,2,984.57,3,1,1,Low Value Customers
17146,,3,749.78,1,1,1,Inactive Customers
17147,311.0,4,1714.59,1,1,1,Inactive Customers
17148,,1,124.88,1,1,1,Inactive Customers
17152,,3,1689.5,1,1,1,Inactive Customers
17153,,1,213.78,1,1,1,Inactive Customers
17154,,1,329.34,1,1,1,Inactive Customers
17155,,2,251.7,1,1,1,Inactive Customers
17157,7.0,2,319.0,3,1,1,Low Value Customers
17158,31.0,3,1266.97,2,1,1,Low Value Customers
17159,,3,1538.88,1,1,1,Inactive Customers
17160,30.0,6,3518.03,3,2,2,Good Customers
17162,28.0,10,1715.46,3,3,1,Best Customers
17163,,2,293.1,1,1,1,Inactive Customers
17164,32.0,7,2467.35,2,2,2,Good Customers
17165,,1,158.68,1,1,1,Inactive Customers
17166,38.0,2,206.34,2,1,1,Low Value Customers
17169,182.0,2,835.78,1,1,1,Inactive Customers
17171,,1,224.91,1,1,1,Inactive Customers
17172,,1,317.76,1,1,1,Inactive Customers
17173,4.0,8,3766.6,3,2,2,Good Customers
17174,217.0,1,59.9,1,1,1,Inactive Customers
17175,180.0,4,1443.69,1,1,1,Inactive Customers
17176,,1,306.13,1,1,1,Inactive Customers
17179,,3,711.79,1,1,1,Inactive Customers
17180,240.0,4,796.03,1,1,1,Inactive Customers
17181,373.0,2,239.92000000000002,1,1,1,Inactive Customers
17183,7.0,6,3347.31,3,2,2,Good Customers
17186,59.0,2,144.0,2,1,1,Low Value Customers
17187,,1,203.95,1,1,1,Inactive Customers
17188,29.0,7,2474.23,3,2,2,Good Customers
17189,,2,384.4,1,1,1,Inactive Customers
17190,58.0,2,444.74,2,1,1,Low Value Customers
17191,27.0,7,2095.13,3,2,2,Good Customers
17193,35.0,7,1699.3,2,2,1,Good Customers
17194,273.0,2,262.62,1,1,1,Inactive Customers
17197,29.0,1,1013.01,3,1,1,Low Value Customers
17198,364.0,3,692.22,1,1,1,Inactive Customers
17201,,1,342.63,1,1,1,Inactive Customers
17203,35.0,6,3563.85,2,2,2,Good Customers
17204,240.0,4,1564.56,1,1,1,Inactive Customers
17205,,1,384.08,1,1,1,Inactive Customers
17206,,1,204.24,1,1,1,Inactive Customers
17211,179.0,8,2317.2200000000003,1,2,2,Inactive Customers
17212,,1,226.85,1,1,1,Inactive Customers
17213,365.0,7,2781.23,1,2,2,Inactive Customers
17214,59.0,6,1069.1200000000001,2,2,1,Good Customers
17217,,1,113.5,1,1,1,Inactive Customers
17218,3.0,10,1960.72,3,3,1,Best Customers
17219,31.0,1,114.23,2,1,1,Low Value Customers
17220,98.0,14,3198.25,1,3,2,Inactive Customers
17221,6.0,2,335.13,3,1,1,Low Value Customers
17222,64.0,1,354.15,2,1,1,Low Value Customers
17223,309.0,2,426.79,1,1,1,Inactive Customers
17226,308.0,1,393.49,1,1,1,Inactive Customers
17227,60.0,6,939.32,2,2,1,Good Customers
17228,63.0,8,1906.09,2,2,1,Good Customers
17229,95.0,2,318.76,1,1,1,Inactive Customers
17230,310.0,8,3638.41,1,2,2,Inactive Customers
17231,63.0,10,3174.32,2,3,2,Good Customers
17232,2.0,2,421.52,3,1,1,Low Value Customers
17233,34.0,1,190.88,2,1,1,Low Value Customers
17234,182.0,1,149.89,1,1,1,Inactive Customers
17235,371.0,2,550.0600000000001,1,1,1,Inactive Customers
17236,241.0,6,916.13,1,2,1,Inactive Customers
17237,,2,314.69,1,1,1,Inactive Customers
17238,2.0,17,3744.65,3,3,2,Best Customers
17239,,1,382.5,1,1,1,Inactive Customers
17242,179.0,2,1135.04,1,1,1,Inactive Customers
17243,0.0,26,8676.85,3,3,3,Best Customers
17244,,1,954.9,1,1,1,Inactive Customers
17245,,1,171.45000000000002,1,1,1,Inactive Customers
17247,,1,282.19,1,1,1,Inactive Customers
17248,119.0,1,318.65,1,1,1,Inactive Customers
17250,3.0,2,384.52,3,1,1,Low Value Customers
17251,362.0,1,283.28000000000003,1,1,1,Inactive Customers
17252,185.0,2,353.86,1,1,1,Inactive Customers
17253,,1,178.26,1,1,1,Inactive Customers
17254,4.0,2,272.44,3,1,1,Low Value Customers
17255,,2,298.41,1,1,1,Inactive Customers
17256,,2,240.0,1,1,1,Inactive Customers
17259,367.0,2,603.37,1,1,1,Inactive Customers
17262,365.0,5,1253.3600000000001,1,2,1,Inactive Customers
17263,,1,63.440000000000005,1,1,1,Inactive Customers
17265,180.0,2,562.9,1,1,1,Inactive Customers
17266,1.0,3,310.64,3,1,1,Low Value Customers
17267,126.0,2,317.62,1,1,1,Inactive Customers
17268,149.0,4,763.64,1,1,1,Inactive Customers
17272,,4,2148.63,1,1,2,Inactive Customers
17274,34.0,1,111.98,2,1,1,Low Value Customers
17277,,2,1065.3500000000001,1,1,1,Inactive Customers
17278,240.0,1,246.04000000000002,1,1,1,Inactive Customers
17279,,1,187.82999999999998,1,1,1,Inactive Customers
17282,129.0,3,1703.41,1,1,1,Inactive Customers
17284,59.0,6,1652.58,2,2,1,Good Customers
17286,,1,153.92,1,1,1,Inactive Customers
17287,251.0,7,1064.11,1,2,1,Inactive Customers
17288,252.0,7,1419.73,1,2,1,Inactive Customers
17289,31.0,3,944.41,2,1,1,Low Value Customers
17290,3.0,2,525.24,3,1,1,Low Value Customers
17291,307.0,1,550.8000000000001,1,1,1,Inactive Customers
17293,7.0,9,1875.11,3,2,1,Good Customers
17295,28.0,3,556.95,3,1,1,Low Value Customers
17297,,1,131.78,1,1,1,Inactive Customers
17298,124.0,2,498.42,1,1,1,Inactive Customers
17299,88.0,4,669.11,2,1,1,Low Value Customers
17301,,1,197.63,1,1,1,Inactive Customers
17302,31.0,5,1135.63,2,2,1,Good Customers
17303,,1,250.04,1,1,1,Inactive Customers
17306,36.0,19,8631.31,2,3,3,Good Customers
17309,94.0,1,82.75,1,1,1,Inactive Customers
17311,,2,1384.85,1,1,1,Inactive Customers
17312,154.0,3,644.3,1,1,1,Inactive Customers
17313,30.0,1,2328.84,3,1,2,Low Value Customers
17314,27.0,8,2527.92,3,2,2,Good Customers
17315,1.0,38,6292.26,3,3,3,Best Customers
17317,89.0,3,2600.34,2,1,2,Low Value Customers
17320,367.0,3,1200.6200000000001,1,1,1,Inactive Customers
17321,7.0,2,700.86,3,1,1,Low Value Customers
17323,61.0,7,921.0699999999999,2,2,1,Good Customers
17324,331.0,4,990.23,1,1,1,Inactive Customers
17325,279.0,1,96.8,1,1,1,Inactive Customers
17329,,2,523.11,1,1,1,Inactive Customers
17330,67.0,2,363.9,2,1,1,Low Value Customers
17331,123.0,1,175.2,1,1,1,Inactive Customers
17333,,1,494.25,1,1,1,Inactive Customers
17334,301.0,2,307.02000000000004,1,1,1,Inactive Customers
17337,150.0,4,2027.8700000000001,1,1,2,Inactive Customers
17338,160.0,8,6643.93,1,2,3,Inactive Customers
17339,93.0,2,243.36,1,1,1,Inactive Customers
17340,29.0,11,12353.29,3,3,3,Best Customers
17341,156.0,3,781.36,1,1,1,Inactive Customers
17343,,1,193.64,1,1,1,Inactive Customers
17344,,1,160.57,1,1,1,Inactive Customers
17345,92.0,4,537.74,1,1,1,Inactive Customers
17346,3.0,15,2676.56,3,3,2,Best Customers
17347,,1,228.96,1,1,1,Inactive Customers
17348,28.0,5,1159.52,3,2,1,Good Customers
17349,,1,110.75,1,1,1,Inactive Customers
17350,7.0,4,1286.07,3,1,1,Low Value Customers
17351,35.0,3,587.15,2,1,1,Low Value Customers
17353,128.0,2,1740.0,1,1,1,Inactive Customers
17354,,1,1393.06,1,1,1,Inactive Customers
17356,311.0,1,178.22,1,1,1,Inactive Customers
17357,,2,388.14,1,1,1,Inactive Customers
17358,302.0,2,365.85,1,1,1,Inactive Customers
17359,,1,127.86,1,1,1,Inactive Customers
17360,183.0,3,585.79,1,1,1,Inactive Customers
17361,185.0,3,488.2,1,1,1,Inactive Customers
17362,309.0,2,312.23,1,1,1,Inactive Customers
17364,0.0,11,4481.18,3,3,2,Best Customers
17365,332.0,8,4801.56,1,2,2,Inactive Customers
17367,,1,168.4,1,1,1,Inactive Customers
17368,32.0,8,1912.67,2,2,1,Good Customers
17370,91.0,4,446.18,1,1,1,Inactive Customers
17371,,3,423.89,1,1,1,Inactive Customers
17372,59.0,8,1342.68,2,2,1,Good Customers
17373,,4,646.92,1,1,1,Inactive Customers
17374,218.0,2,495.77,1,1,1,Inactive Customers
17375,,3,400.1,1,1,1,Inactive Customers
17376,310.0,2,203.2,1,1,1,Inactive Customers
17377,30.0,20,4100.92,3,3,2,Best Customers
17379,,1,404.66,1,1,1,Inactive Customers
17381,8.0,29,20275.61,3,3,3,Best Customers
17382,64.0,1,65.4,2,1,1,Low Value Customers
17383,3.0,1,199.29,3,1,1,Low Value Customers
17384,218.0,2,336.4,1,1,1,Inactive Customers
17385,,1,261.11,1,1,1,Inactive Customers
17386,7.0,6,2686.42,3,2,2,Good Customers
17387,33.0,2,784.11,2,1,1,Low Value Customers
17388,210.0,4,1259.56,1,1,1,Inactive Customers
17389,0.0,34,31833.68,3,3,3,Best Customers
17391,,2,508.8,1,1,1,Inactive Customers
17392,306.0,2,457.91,1,1,1,Inactive Customers
17394,218.0,1,203.86999999999998,1,1,1,Inactive Customers
17396,66.0,8,7330.8,2,2,3,Good Customers
17397,,2,696.41,1,1,1,Inactive Customers
17398,,3,653.38,1,1,1,Inactive Customers
17400,125.0,5,2129.96,1,2,2,Inactive Customers
17402,4.0,13,2633.85,3,3,2,Best Customers
17403,35.0,1,281.62,2,1,1,Low Value Customers
17404,3.0,15,31906.82,3,3,3,Best Customers
17405,0.0,3,1031.41,3,1,1,Low Value Customers
17406,332.0,3,2200.42,1,1,2,Inactive Customers
17408,,1,32.65,1,1,1,Inactive Customers
17409,184.0,2,771.85,1,1,1,Inactive Customers
17410,37.0,5,1214.72,2,2,1,Good Customers
17411,,3,778.94,1,1,1,Inactive Customers
17412,2.0,7,1258.06,3,2,1,Good Customers
17414,184.0,2,778.0,1,1,1,Inactive Customers
17415,,1,507.84,1,1,1,Inactive Customers
17416,29.0,7,6893.42,3,2,3,Good Customers
17418,,2,463.46000000000004,1,1,1,Inactive Customers
17419,38.0,12,4226.57,2,3,2,Good Customers
17420,373.0,3,598.83,1,1,1,Inactive Customers
17422,92.0,6,1979.37,1,2,1,Inactive Customers
17423,217.0,2,698.41,1,1,1,Inactive Customers
17425,60.0,2,759.1700000000001,2,1,1,Low Value Customers
17426,7.0,6,5037.26,3,2,3,Good Customers
17427,,1,100.8,1,1,1,Inactive Customers
17428,0.0,28,17256.85,3,3,3,Best Customers
17429,127.0,3,524.9200000000001,1,1,1,Inactive Customers
17430,32.0,2,265.76,2,1,1,Low Value Customers
17431,,1,403.3,1,1,1,Inactive Customers
17432,36.0,2,365.76,2,1,1,Low Value Customers
17433,87.0,1,303.16,2,1,1,Low Value Customers
17434,1.0,7,2373.82,3,2,2,Good Customers
17436,1.0,2,216.3,3,1,1,Low Value Customers
17438,,1,388.45000000000005,1,1,1,Inactive Customers
17440,156.0,3,186.42000000000002,1,1,1,Inactive Customers
17442,36.0,6,2248.56,2,2,2,Good Customers
17443,219.0,1,534.24,1,1,1,Inactive Customers
17444,151.0,3,2940.04,1,1,2,Inactive Customers
17446,309.0,2,120.89999999999999,1,1,1,Inactive Customers
17447,,2,541.53,1,1,1,Inactive Customers
17449,1.0,7,2520.86,3,2,2,Good Customers
17450,7.0,46,194550.79,3,3,3,Best Customers
17451,0.0,7,1721.4,3,2,1,Good Customers
17453,63.0,2,486.72,2,1,1,Low Value Customers
17454,,4,517.53,1,1,1,Inactive Customers
17455,,1,131.7,1,1,1,Inactive Customers
17456,364.0,1,249.86,1,1,1,Inactive Customers
17457,126.0,5,1737.7,1,2,1,Inactive Customers
17458,,1,316.5,1,1,1,Inactive Customers
17459,59.0,2,657.3,2,1,1,Low Value Customers
17460,93.0,6,622.4300000000001,1,2,1,Inactive Customers
17461,29.0,3,757.46,3,1,1,Low Value Customers
17462,59.0,2,675.69,2,1,1,Low Value Customers
17463,,5,1896.41,1,2,1,Inactive Customers
17464,157.0,1,289.96000000000004,1,1,1,Inactive Customers
17466,,2,763.28,1,1,1,Inactive Customers
17468,,2,137.0,1,1,1,Inactive Customers
17469,157.0,5,1870.97,1,2,1,Inactive Customers
17470,126.0,5,1125.07,1,2,1,Inactive Customers
17472,190.0,3,710.29,1,1,1,Inactive Customers
17475,,1,194.37,1,1,1,Inactive Customers
17480,,1,511.82,1,1,1,Inactive Customers
17481,3.0,4,1255.59,3,1,1,Low Value Customers
17483,64.0,3,414.04,2,1,1,Low Value Customers
17486,,1,396.87,1,1,1,Inactive Customers
17489,58.0,2,376.64,2,1,1,Low Value Customers
17490,0.0,7,2092.32,3,2,2,Good Customers
17491,0.0,10,3558.87,3,3,2,Best Customers
17492,247.0,1,374.57,1,1,1,Inactive Customers
17495,7.0,2,497.56,3,1,1,Low Value Customers
17496,,1,271.05,1,1,1,Inactive Customers
17498,,1,272.21999999999997,1,1,1,Inactive Customers
17499,,1,622.88,1,1,1,Inactive Customers
17500,29.0,3,1138.0,3,1,1,Low Value Customers
17501,220.0,2,288.6,1,1,1,Inactive Customers
17502,28.0,4,689.1,3,1,1,Low Value Customers
17503,2.0,2,558.96,3,1,1,Low Value Customers
17504,217.0,9,2997.03,1,2,2,Inactive Customers
17505,161.0,2,1145.8400000000001,1,1,1,Inactive Customers
17506,,1,302.2,1,1,1,Inactive Customers
17507,308.0,2,605.58,1,1,1,Inactive Customers
17508,280.0,1,387.31,1,1,1,Inactive Customers
17509,60.0,8,6115.14,2,2,3,Good Customers
17510,,1,308.48,1,1,1,Inactive Customers
17511,2.0,31,91062.38,3,3,3,Best Customers
17512,28.0,10,2924.9900000000002,3,3,2,Best Customers
17513,,1,513.2,1,1,1,Inactive Customers
17514,127.0,1,208.65,1,1,1,Inactive Customers
17515,30.0,4,639.02,3,1,1,Low Value Customers
17516,118.0,5,768.08,1,2,1,Inactive Customers
17517,308.0,1,153.94,1,1,1,Inactive Customers
17519,367.0,6,1844.02,1,2,1,Inactive Customers
17520,,1,546.81,1,1,1,Inactive Customers
17521,29.0,3,723.21,3,1,1,Low Value Customers
17522,1.0,5,1070.71,3,2,1,Good Customers
17523,,4,652.74,1,1,1,Inactive Customers
17524,,1,145.0,1,1,1,Inactive Customers
17525,,1,422.7,1,1,1,Inactive Customers
17526,4.0,4,1195.8999999999999,3,1,1,Low Value Customers
17527,217.0,4,939.37,1,1,1,Inactive Customers
17528,0.0,8,3628.5,3,2,2,Good Customers
17530,0.0,10,2385.0,3,3,2,Best Customers
17531,189.0,1,296.7,1,1,1,Inactive Customers
17534,,1,223.36,1,1,1,Inactive Customers
17535,279.0,1,164.4,1,1,1,Inactive Customers
17536,,1,76.5,1,1,1,Inactive Customers
17537,29.0,2,897.62,3,1,1,Low Value Customers
17538,,1,98.42,1,1,1,Inactive Customers
17540,,2,578.9,1,1,1,Inactive Customers
17542,,1,170.75,1,1,1,Inactive Customers
17545,,3,645.96,1,1,1,Inactive Customers
17548,,1,103.3,1,1,1,Inactive Customers
17549,,2,148.86,1,1,1,Inactive Customers
17550,242.0,3,267.16,1,1,1,Inactive Customers
17551,,1,306.84,1,1,1,Inactive Customers
17552,59.0,4,930.41,2,1,1,Low Value Customers
17553,129.0,1,1487.6,1,1,1,Inactive Customers
17554,0.0,5,1952.45,3,2,1,Good Customers
17555,334.0,2,483.26,1,1,1,Inactive Customers
17556,,1,157.9,1,1,1,Inactive Customers
17557,,3,541.46,1,1,1,Inactive Customers
17560,94.0,4,854.95,1,1,1,Inactive Customers
17561,,1,167.62,1,1,1,Inactive Customers
17562,120.0,7,1122.38,1,2,1,Inactive Customers
17564,,3,454.01,1,1,1,Inactive Customers
17566,7.0,2,901.21,3,1,1,Low Value Customers
17567,6.0,8,4331.48,3,2,2,Good Customers
17569,331.0,1,344.14,1,1,1,Inactive Customers
17571,277.0,4,1498.51,1,1,1,Inactive Customers
17572,99.0,4,226.75000000000003,1,1,1,Inactive Customers
17573,28.0,3,380.6,3,1,1,Low Value Customers
17574,242.0,1,185.65,1,1,1,Inactive Customers
17576,7.0,19,3622.68,3,3,2,Best Customers
17578,217.0,1,143.45999999999998,1,1,1,Inactive Customers
17579,4.0,3,448.90000000000003,3,1,1,Low Value Customers
17580,252.0,3,215.72,1,1,1,Inactive Customers
17581,0.0,25,11045.04,3,3,3,Best Customers
17582,,1,175.27,1,1,1,Inactive Customers
17584,6.0,2,1242.3,3,1,1,Low Value Customers
17585,337.0,4,1133.07,1,1,1,Inactive Customers
17588,,3,1240.2,1,1,1,Inactive Customers
17589,59.0,4,2404.17,2,1,2,Low Value Customers
17590,1.0,3,1479.22,3,1,1,Low Value Customers
17591,121.0,7,2225.9700000000003,1,2,2,Inactive Customers
17593,3.0,5,3927.34,3,2,2,Good Customers
17594,,2,993.1800000000001,1,1,1,Inactive Customers
17595,36.0,2,388.79,2,1,1,Low Value Customers
17596,62.0,7,2827.93,2,2,2,Good Customers
17597,213.0,1,2044.3700000000001,1,1,2,Inactive Customers
17600,,1,161.67000000000002,1,1,1,Inactive Customers
17601,,1,116.00999999999999,1,1,1,Inactive Customers
17602,1.0,6,5102.97,3,2,3,Good Customers
17603,,1,394.72,1,1,1,Inactive Customers
17604,216.0,2,309.36,1,1,1,Inactive Customers
17608,32.0,2,193.42,2,1,1,Low Value Customers
17609,301.0,5,1112.22,1,2,1,Inactive Customers
17611,6.0,15,3984.22,3,3,2,Best Customers
17612,94.0,6,2048.45,1,2,2,Inactive Customers
17613,252.0,14,4559.150000000001,1,3,2,Inactive Customers
17614,,1,390.07,1,1,1,Inactive Customers
17615,129.0,3,329.6,1,1,1,Inactive Customers
17616,367.0,3,571.1999999999999,1,1,1,Inactive Customers
17618,5.0,3,971.58,3,1,1,Low Value Customers
17619,,1,218.52,1,1,1,Inactive Customers
17620,59.0,1,81.44,2,1,1,Low Value Customers
17621,,3,1379.9,1,1,1,Inactive Customers
17623,32.0,1,527.05,2,1,1,Low Value Customers
