CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Churn
16838,,2,588.85,1,1,1,Inactive Customers,0
16839,8.0,34,16594.35,3,3,3,Best Customers,0
16841,36.0,6,1869.82,2,2,1,Good Customers,0
16842,154.0,3,1264.19,1,1,1,Inactive Customers,1
16843,64.0,16,10196.57,2,3,3,Good Customers,0
16846,,1,214.32,1,1,1,Inactive Customers,0
16847,,1,193.44,1,1,1,Inactive Customers,0
16848,,1,281.42,1,1,1,Inactive Customers,0
16849,186.0,1,124.57,1,1,1,Inactive Customers,1
16850,333.0,1,332.41,1,1,1,Inactive Customers,1
16851,3.0,3,342.45,3,1,1,Low Value Customers,0
16852,,2,144.91,1,1,1,Inactive Customers,0
16855,,2,328.40000000000003,1,1,1,Inactive Customers,0
16856,,1,35.400000000000006,1,1,1,Inactive Customers,0
16858,368.0,1,375.69000000000005,1,1,1,Inactive Customers,1
16859,,2,747.81,1,1,1,Inactive Customers,0
16861,59.0,2,173.76,2,1,1,Low Value Customers,0
16863,30.0,2,502.8,3,1,1,Low Value Customers,0
16866,152.0,3,207.74,1,1,1,Inactive Customers,1
16869,,4,825.4200000000001,1,1,1,Inactive Customers,0
16871,88.0,6,2812.34,2,2,2,Good Customers,0
16872,183.0,3,680.02,1,1,1,Inactive Customers,1
16873,4.0,6,7123.62,3,2,3,Good Customers,0
16875,66.0,5,2095.53,2,2,2,Good Customers,0
16877,151.0,6,853.72,1,2,1,Inactive Customers,1
16878,,1,13.3,1,1,1,Inactive Customers,0
16880,30.0,7,1519.08,3,2,1,Good Customers,0
16881,66.0,1,432.0,2,1,1,Low Value Customers,0
16882,66.0,3,705.12,2,1,1,Low Value Customers,0
16883,186.0,2,276.73,1,1,1,Inactive Customers,1
16884,37.0,2,429.84,2,1,1,Low Value Customers,0
16885,,3,471.51,1,1,1,Inactive Customers,0
16887,34.0,1,194.88,2,1,1,Low Value Customers,0
16889,243.0,3,1578.67,1,1,1,Inactive Customers,1
16891,1.0,5,809.7,3,2,1,Good Customers,0
16892,0.0,5,525.54,3,2,1,Good Customers,0
16893,366.0,1,145.93,1,1,1,Inactive Customers,1
16895,64.0,1,219.14,2,1,1,Low Value Customers,0
16897,,2,289.78,1,1,1,Inactive Customers,0
16898,368.0,3,508.81,1,1,1,Inactive Customers,1
16899,7.0,6,1281.56,3,2,1,Good Customers,0
16900,62.0,3,887.11,2,1,1,Low Value Customers,0
16902,,1,1706.88,1,1,1,Inactive Customers,0
16903,28.0,1,373.24,3,1,1,Low Value Customers,0
16904,3.0,16,3754.27,3,3,2,Best Customers,0
16905,4.0,7,3102.43,3,2,2,Good Customers,0
16906,186.0,4,579.77,1,1,1,Inactive Customers,1
16907,28.0,5,981.65,3,2,1,Good Customers,0
16909,,1,379.14,1,1,1,Inactive Customers,0
16910,3.0,8,1510.06,3,2,1,Good Customers,0
16912,28.0,11,2575.38,3,3,2,Best Customers,0
16913,,1,113.44,1,1,1,Inactive Customers,0
16914,35.0,1,208.46,2,1,1,Low Value Customers,0
16915,126.0,6,621.6800000000001,1,2,1,Inactive Customers,1
16916,371.0,2,576.26,1,1,1,Inactive Customers,1
16917,276.0,1,391.52,1,1,1,Inactive Customers,1
16918,62.0,6,1068.82,2,2,1,Good Customers,0
16919,155.0,11,2596.45,1,3,2,Inactive Customers,1
16921,60.0,1,169.79,2,1,1,Low Value Customers,0
16923,68.0,19,7247.61,2,3,3,Good Customers,0
16924,64.0,3,846.75,2,1,1,Low Value Customers,0
16926,370.0,1,230.25,1,1,1,Inactive Customers,1
16927,275.0,3,543.05,1,1,1,Inactive Customers,1
16928,93.0,17,2847.6,1,3,2,Inactive Customers,1
16929,3.0,7,1295.39,3,2,1,Good Customers,0
16930,67.0,3,380.55,2,1,1,Low Value Customers,0
16931,4.0,21,4604.22,3,3,2,Best Customers,0
16932,,1,161.94,1,1,1,Inactive Customers,0
16933,0.0,2,563.23,3,1,1,Low Value Customers,0
16934,,2,950.93,1,1,1,Inactive Customers,0
16936,,1,262.68,1,1,1,Inactive Customers,0
16938,8.0,4,2736.38,3,1,2,Low Value Customers,0
16940,,3,3049.88,1,1,2,Inactive Customers,0
16942,33.0,9,1920.59,2,2,1,Good Customers,0
16943,211.0,3,816.73,1,1,1,Inactive Customers,1
16945,31.0,19,4345.5,2,3,2,Good Customers,0
16947,,1,406.48,1,1,1,Inactive Customers,0
16948,,3,435.02,1,1,1,Inactive Customers,0
16949,3.0,6,1286.27,3,2,1,Good Customers,0
16950,123.0,3,1178.56,1,1,1,Inactive Customers,1
16951,303.0,3,1277.75,1,1,1,Inactive Customers,1
16952,,2,167.61,1,1,1,Inactive Customers,0
16953,29.0,1,20.8,3,1,1,Low Value Customers,0
16954,0.0,9,2085.08,3,2,2,Good Customers,0
16955,184.0,4,518.67,1,1,1,Inactive Customers,1
16956,,1,308.74,1,1,1,Inactive Customers,0
16957,281.0,2,416.64,1,1,1,Inactive Customers,1
16959,,1,117.35,1,1,1,Inactive Customers,0
16960,38.0,3,507.05,2,1,1,Low Value Customers,0
16961,,1,234.17,1,1,1,Inactive Customers,0
16963,186.0,1,110.55,1,1,1,Inactive Customers,1
16965,,1,201.19,1,1,1,Inactive Customers,0
16966,7.0,7,2154.97,3,2,2,Good Customers,0
16967,188.0,1,319.02,1,1,1,Inactive Customers,1
16968,3.0,2,439.43,3,1,1,Low Value Customers,0
16969,191.0,3,650.41,1,1,1,Inactive Customers,1
16971,37.0,1,357.21,2,1,1,Low Value Customers,0
16976,,1,251.52,1,1,1,Inactive Customers,0
16978,,1,344.33,1,1,1,Inactive Customers,0
16979,3.0,6,1852.0,3,2,1,Good Customers,0
16980,,2,1078.96,1,1,1,Inactive Customers,0
16982,60.0,1,384.06,2,1,1,Low Value Customers,0
16983,96.0,7,1931.25,1,2,1,Inactive Customers,1
16984,87.0,2,4481.35,2,1,2,Low Value Customers,0
16985,87.0,10,5464.12,2,3,3,Good Customers,0
16986,29.0,2,1873.2,3,1,1,Low Value Customers,0
16987,2.0,7,1625.05,3,2,1,Good Customers,0
16988,4.0,1,126.12,3,1,1,Low Value Customers,0
16989,6.0,6,1133.25,3,2,1,Good Customers,0
16990,218.0,1,179.0,1,1,1,Inactive Customers,1
16992,36.0,5,1614.31,2,2,1,Good Customers,0
16996,29.0,6,1456.96,3,2,1,Good Customers,0
16997,308.0,3,702.0,1,1,1,Inactive Customers,1
16998,303.0,4,295.0,1,1,1,Inactive Customers,1
16999,,2,484.82,1,1,1,Inactive Customers,0
17001,0.0,11,3989.57,3,3,2,Best Customers,0
17002,215.0,3,1493.73,1,1,1,Inactive Customers,1
17004,92.0,2,1412.94,1,1,1,Inactive Customers,1
17006,4.0,4,781.78,3,1,1,Low Value Customers,0
17007,154.0,6,889.9300000000001,1,2,1,Inactive Customers,1
17010,,1,195.36,1,1,1,Inactive Customers,0
17011,29.0,1,270.9,3,1,1,Low Value Customers,0
17014,7.0,3,586.33,3,1,1,Low Value Customers,0
17015,28.0,3,1842.56,3,1,1,Low Value Customers,0
17017,2.0,20,8694.26,3,3,3,Best Customers,0
17018,,2,920.1,1,1,1,Inactive Customers,0
17019,367.0,4,1272.61,1,1,1,Inactive Customers,1
17022,30.0,1,71.0,3,1,1,Low Value Customers,0
17024,98.0,3,95.85,1,1,1,Inactive Customers,1
17025,60.0,3,357.77,2,1,1,Low Value Customers,0
17026,184.0,2,154.83,1,1,1,Inactive Customers,1
17027,282.0,6,890.29,1,2,1,Inactive Customers,1
17029,,2,716.0,1,1,1,Inactive Customers,0
17030,63.0,1,146.87,2,1,1,Low Value Customers,0
17031,154.0,2,380.35,1,1,1,Inactive Customers,1
17033,213.0,3,1030.14,1,1,1,Inactive Customers,1
17034,,3,745.52,1,1,1,Inactive Customers,0
17035,245.0,2,433.53,1,1,1,Inactive Customers,1
17037,,1,1267.32,1,1,1,Inactive Customers,0
17038,29.0,1,112.4,3,1,1,Low Value Customers,0
17040,,1,449.73,1,1,1,Inactive Customers,0
17041,,3,1081.57,1,1,1,Inactive Customers,0
17042,2.0,5,1044.38,3,2,1,Good Customers,0
17043,31.0,4,1735.18,2,1,1,Low Value Customers,0
17044,,1,948.48,1,1,1,Inactive Customers,0
17045,155.0,3,339.44,1,1,1,Inactive Customers,1
17046,156.0,1,642.02,1,1,1,Inactive Customers,1
17047,,3,1100.9,1,1,1,Inactive Customers,0
17048,282.0,3,925.35,1,1,1,Inactive Customers,1
17049,2.0,9,5659.9800000000005,3,2,3,Good Customers,0
17050,95.0,6,3228.84,1,2,2,Inactive Customers,1
17051,,1,247.14,1,1,1,Inactive Customers,0
17052,27.0,1,413.75,3,1,1,Low Value Customers,0
17053,130.0,1,498.48,1,1,1,Inactive Customers,1
17054,27.0,5,1356.33,3,2,1,Good Customers,0
17058,,3,1179.89,1,1,1,Inactive Customers,0
17059,29.0,5,3095.04,3,2,2,Good Customers,0
17060,,1,234.24,1,1,1,Inactive Customers,0
17061,218.0,11,5232.2300000000005,1,3,3,Inactive Customers,1
17062,365.0,4,538.37,1,1,1,Inactive Customers,1
17063,,7,1461.14,1,2,1,Inactive Customers,0
17064,58.0,3,859.35,2,1,1,Low Value Customers,0
17068,63.0,21,4552.14,2,3,2,Good Customers,0
17069,27.0,9,2709.7000000000003,3,2,2,Good Customers,0
17070,,1,312.14,1,1,1,Inactive Customers,0
17071,27.0,9,2429.03,3,2,2,Good Customers,0
17073,,4,1446.09,1,1,1,Inactive Customers,0
17075,,4,834.12,1,1,1,Inactive Customers,0
17076,35.0,3,841.0799999999999,2,1,1,Low Value Customers,0
17078,35.0,2,378.2,2,1,1,Low Value Customers,0
17079,,1,118.8,1,1,1,Inactive Customers,0
17080,,2,287.62,1,1,1,Inactive Customers,0
17081,,2,290.16,1,1,1,Inactive Customers,0
17082,32.0,2,2003.85,2,1,2,Low Value Customers,0
17083,303.0,3,1405.78,1,1,1,Inactive Customers,1
17084,34.0,2,2949.75,2,1,2,Low Value Customers,0
17085,122.0,5,1566.65,1,2,1,Inactive Customers,1
17086,6.0,6,2050.08,3,2,2,Good Customers,0
17088,27.0,4,1991.01,3,1,1,Low Value Customers,0
17090,3.0,7,2043.95,3,2,2,Good Customers,0
17091,2.0,9,3827.76,3,2,2,Good Customers,0
17092,125.0,4,1777.78,1,1,1,Inactive Customers,1
17094,,1,302.0,1,1,1,Inactive Customers,0
17095,334.0,3,1324.16,1,1,1,Inactive Customers,1
17096,57.0,4,1022.13,2,1,1,Low Value Customers,0
17097,1.0,8,954.42,3,2,1,Good Customers,0
17100,,2,971.74,1,1,1,Inactive Customers,0
17101,29.0,4,1621.73,3,1,1,Low Value Customers,0
17102,,1,25.5,1,1,1,Inactive Customers,0
17105,158.0,2,665.78,1,1,1,Inactive Customers,1
17107,32.0,6,10815.43,2,2,3,Good Customers,0
17109,28.0,6,885.04,3,2,1,Good Customers,0
17110,,1,163.29999999999998,1,1,1,Inactive Customers,0
17111,,1,248.61,1,1,1,Inactive Customers,0
17114,5.0,8,808.62,3,2,1,Good Customers,0
17115,7.0,3,837.5,3,1,1,Low Value Customers,0
17117,,1,116.2,1,1,1,Inactive Customers,0
17118,,1,157.02,1,1,1,Inactive Customers,0
17119,2.0,2,606.91,3,1,1,Low Value Customers,0
17120,,1,307.46,1,1,1,Inactive Customers,0
17122,118.0,1,138.32,1,1,1,Inactive Customers,1
17123,161.0,1,345.3,1,1,1,Inactive Customers,1
17124,184.0,1,298.89,1,1,1,Inactive Customers,1
17125,,1,259.35,1,1,1,Inactive Customers,0
17126,151.0,5,1004.75,1,2,1,Inactive Customers,1
17128,334.0,1,157.09,1,1,1,Inactive Customers,1
17131,4.0,5,2463.17,3,2,2,Good Customers,0
17133,33.0,7,4892.240000000001,2,2,2,Good Customers,0
17134,,2,425.0,1,1,1,Inactive Customers,0
17135,37.0,7,1139.73,2,2,1,Good Customers,0
17138,275.0,1,380.5,1,1,1,Inactive Customers,1
17139,38.0,12,10668.47,2,3,3,Good Customers,0
17140,246.0,1,465.32,1,1,1,Inactive Customers,1
17142,,1,579.0,1,1,1,Inactive Customers,0
17144,0.0,2,984.57,3,1,1,Low Value Customers,0
17146,,3,749.78,1,1,1,Inactive Customers,0
17147,311.0,4,1714.59,1,1,1,Inactive Customers,1
17148,,1,124.88,1,1,1,Inactive Customers,0
17152,,3,1689.5,1,1,1,Inactive Customers,0
17153,,1,213.78,1,1,1,Inactive Customers,0
17154,,1,329.34,1,1,1,Inactive Customers,0
17155,,2,251.7,1,1,1,Inactive Customers,0
17157,7.0,2,319.0,3,1,1,Low Value Customers,0
17158,31.0,3,1266.97,2,1,1,Low Value Customers,0
17159,,3,1538.88,1,1,1,Inactive Customers,0
17160,30.0,6,3518.03,3,2,2,Good Customers,0
17162,28.0,10,1715.46,3,3,1,Best Customers,0
17163,,2,293.1,1,1,1,Inactive Customers,0
17164,32.0,7,2467.35,2,2,2,Good Customers,0
17165,,1,158.68,1,1,1,Inactive Customers,0
17166,38.0,2,206.34,2,1,1,Low Value Customers,0
17169,182.0,2,835.78,1,1,1,Inactive Customers,1
17171,,1,224.91,1,1,1,Inactive Customers,0
17172,,1,317.76,1,1,1,Inactive Customers,0
17173,4.0,8,3766.6,3,2,2,Good Customers,0
17174,217.0,1,59.9,1,1,1,Inactive Customers,1
17175,180.0,4,1443.69,1,1,1,Inactive Customers,1
17176,,1,306.13,1,1,1,Inactive Customers,0
17179,,3,711.79,1,1,1,Inactive Customers,0
17180,240.0,4,796.03,1,1,1,Inactive Customers,1
17181,373.0,2,239.92,1,1,1,Inactive Customers,1
17183,7.0,6,3347.31,3,2,2,Good Customers,0
17186,59.0,2,144.0,2,1,1,Low Value Customers,0
17187,,1,203.95,1,1,1,Inactive Customers,0
17188,29.0,7,2474.23,3,2,2,Good Customers,0
17189,,2,384.4,1,1,1,Inactive Customers,0
17190,58.0,2,444.74,2,1,1,Low Value Customers,0
17191,27.0,7,2095.13,3,2,2,Good Customers,0
17193,35.0,7,1699.3,2,2,1,Good Customers,0
17194,273.0,2,262.62,1,1,1,Inactive Customers,1
17197,29.0,1,1013.01,3,1,1,Low Value Customers,0
17198,364.0,3,692.22,1,1,1,Inactive Customers,1
17201,,1,342.63,1,1,1,Inactive Customers,0
17203,35.0,6,3563.85,2,2,2,Good Customers,0
17204,240.0,4,1564.56,1,1,1,Inactive Customers,1
17205,,1,384.08,1,1,1,Inactive Customers,0
17206,,1,204.24,1,1,1,Inactive Customers,0
17211,179.0,8,2317.2200000000003,1,2,2,Inactive Customers,1
17212,,1,226.85,1,1,1,Inactive Customers,0
17213,365.0,7,2781.23,1,2,2,Inactive Customers,1
17214,59.0,6,1069.12,2,2,1,Good Customers,0
17217,,1,113.5,1,1,1,Inactive Customers,0
17218,3.0,10,1960.72,3,3,1,Best Customers,0
17219,31.0,1,114.23,2,1,1,Low Value Customers,0
17220,98.0,14,3198.25,1,3,2,Inactive Customers,1
17221,6.0,2,335.13,3,1,1,Low Value Customers,0
17222,64.0,1,354.15,2,1,1,Low Value Customers,0
17223,309.0,2,426.79,1,1,1,Inactive Customers,1
17226,308.0,1,393.49,1,1,1,Inactive Customers,1
17227,60.0,6,939.32,2,2,1,Good Customers,0
17228,63.0,8,1906.09,2,2,1,Good Customers,0
17229,95.0,2,318.76,1,1,1,Inactive Customers,1
17230,310.0,8,3638.41,1,2,2,Inactive Customers,1
17231,63.0,10,3174.32,2,3,2,Good Customers,0
17232,2.0,2,421.52,3,1,1,Low Value Customers,0
17233,34.0,1,190.88,2,1,1,Low Value Customers,0
17234,182.0,1,149.89,1,1,1,Inactive Customers,1
17235,371.0,2,550.0600000000001,1,1,1,Inactive Customers,1
17236,241.0,6,916.13,1,2,1,Inactive Customers,1
17237,,2,314.69,1,1,1,Inactive Customers,0
17238,2.0,17,3744.65,3,3,2,Best Customers,0
17239,,1,382.5,1,1,1,Inactive Customers,0
17242,179.0,2,1135.04,1,1,1,Inactive Customers,1
17243,0.0,26,8676.85,3,3,3,Best Customers,0
17244,,1,954.9,1,1,1,Inactive Customers,0
17245,,1,171.45000000000002,1,1,1,Inactive Customers,0
17247,,1,282.19,1,1,1,Inactive Customers,0
17248,119.0,1,318.65,1,1,1,Inactive Customers,1
17250,3.0,2,384.52,3,1,1,Low Value Customers,0
17251,362.0,1,283.28000000000003,1,1,1,Inactive Customers,1
17252,185.0,2,353.86,1,1,1,Inactive Customers,1
17253,,1,178.26,1,1,1,Inactive Customers,0
17254,4.0,2,272.44,3,1,1,Low Value Customers,0
17255,,2,298.41,1,1,1,Inactive Customers,0
17256,,2,240.0,1,1,1,Inactive Customers,0
17259,367.0,2,603.37,1,1,1,Inactive Customers,1
17262,365.0,5,1253.36,1,2,1,Inactive Customers,1
17263,,1,63.440000000000005,1,1,1,Inactive Customers,0
17265,180.0,2,562.9,1,1,1,Inactive Customers,1
17266,1.0,3,310.64,3,1,1,Low Value Customers,0
17267,126.0,2,317.62,1,1,1,Inactive Customers,1
17268,149.0,4,763.64,1,1,1,Inactive Customers,1
17272,,4,2148.63,1,1,2,Inactive Customers,0
17274,34.0,1,111.98,2,1,1,Low Value Customers,0
17277,,2,1065.35,1,1,1,Inactive Customers,0
17278,240.0,1,246.04,1,1,1,Inactive Customers,1
17279,,1,187.83,1,1,1,Inactive Customers,0
17282,129.0,3,1703.41,1,1,1,Inactive Customers,1
17284,59.0,6,1652.58,2,2,1,Good Customers,0
17286,,1,153.92,1,1,1,Inactive Customers,0
17287,251.0,7,1064.11,1,2,1,Inactive Customers,1
17288,252.0,7,1419.73,1,2,1,Inactive Customers,1
17289,31.0,3,944.41,2,1,1,Low Value Customers,0
17290,3.0,2,525.24,3,1,1,Low Value Customers,0
17291,307.0,1,550.8000000000001,1,1,1,Inactive Customers,1
17293,7.0,9,1875.11,3,2,1,Good Customers,0
17295,28.0,3,556.95,3,1,1,Low Value Customers,0
17297,,1,131.78,1,1,1,Inactive Customers,0
17298,124.0,2,498.42,1,1,1,Inactive Customers,1
17299,88.0,4,669.11,2,1,1,Low Value Customers,0
17301,,1,197.63,1,1,1,Inactive Customers,0
17302,31.0,5,1135.63,2,2,1,Good Customers,0
17303,,1,250.04,1,1,1,Inactive Customers,0
17306,36.0,19,8631.31,2,3,3,Good Customers,0
17309,94.0,1,82.75,1,1,1,Inactive Customers,1
17311,,2,1384.85,1,1,1,Inactive Customers,0
17312,154.0,3,644.3,1,1,1,Inactive Customers,1
17313,30.0,1,2328.84,3,1,2,Low Value Customers,0
17314,27.0,8,2527.92,3,2,2,Good Customers,0
17315,1.0,38,6292.26,3,3,3,Best Customers,0
17317,89.0,3,2600.34,2,1,2,Low Value Customers,0
17320,367.0,3,1200.62,1,1,1,Inactive Customers,1
17321,7.0,2,700.86,3,1,1,Low Value Customers,0
17323,61.0,7,921.07,2,2,1,Good Customers,0
17324,331.0,4,990.23,1,1,1,Inactive Customers,1
17325,279.0,1,96.8,1,1,1,Inactive Customers,1
17329,,2,523.11,1,1,1,Inactive Customers,0
17330,67.0,2,363.9,2,1,1,Low Value Customers,0
17331,123.0,1,175.2,1,1,1,Inactive Customers,1
17333,,1,494.25,1,1,1,Inactive Customers,0
17334,301.0,2,307.02000000000004,1,1,1,Inactive Customers,1
17337,150.0,4,2027.87,1,1,2,Inactive Customers,1
17338,160.0,8,6643.93,1,2,3,Inactive Customers,1
17339,93.0,2,243.36,1,1,1,Inactive Customers,1
17340,29.0,11,12353.29,3,3,3,Best Customers,0
17341,156.0,3,781.36,1,1,1,Inactive Customers,1
17343,,1,193.64,1,1,1,Inactive Customers,0
17344,,1,160.57,1,1,1,Inactive Customers,0
17345,92.0,4,537.74,1,1,1,Inactive Customers,1
17346,3.0,15,2676.56,3,3,2,Best Customers,0
17347,,1,228.96,1,1,1,Inactive Customers,0
17348,28.0,5,1159.52,3,2,1,Good Customers,0
17349,,1,110.75,1,1,1,Inactive Customers,0
17350,7.0,4,1286.07,3,1,1,Low Value Customers,0
17351,35.0,3,587.15,2,1,1,Low Value Customers,0
17353,128.0,2,1740.0,1,1,1,Inactive Customers,1
17354,,1,1393.06,1,1,1,Inactive Customers,0
17356,311.0,1,178.22,1,1,1,Inactive Customers,1
17357,,2,388.14,1,1,1,Inactive Customers,0
17358,302.0,2,365.85,1,1,1,Inactive Customers,1
17359,,1,127.86,1,1,1,Inactive Customers,0
17360,183.0,3,585.79,1,1,1,Inactive Customers,1
17361,185.0,3,488.2,1,1,1,Inactive Customers,1
17362,309.0,2,312.23,1,1,1,Inactive Customers,1
17364,0.0,11,4481.18,3,3,2,Best Customers,0
17365,332.0,8,4801.56,1,2,2,Inactive Customers,1
17367,,1,168.4,1,1,1,Inactive Customers,0
17368,32.0,8,1912.67,2,2,1,Good Customers,0
17370,91.0,4,446.18,1,1,1,Inactive Customers,1
17371,,3,423.89,1,1,1,Inactive Customers,0
17372,59.0,8,1342.68,2,2,1,Good Customers,0
17373,,4,646.92,1,1,1,Inactive Customers,0
17374,218.0,2,495.77,1,1,1,Inactive Customers,1
17375,,3,400.1,1,1,1,Inactive Customers,0
17376,310.0,2,203.2,1,1,1,Inactive Customers,1
17377,30.0,20,4100.92,3,3,2,Best Customers,0
17379,,1,404.66,1,1,1,Inactive Customers,0
17381,8.0,29,20275.61,3,3,3,Best Customers,0
17382,64.0,1,65.4,2,1,1,Low Value Customers,0
17383,3.0,1,199.29,3,1,1,Low Value Customers,0
17384,218.0,2,336.4,1,1,1,Inactive Customers,1
17385,,1,261.11,1,1,1,Inactive Customers,0
17386,7.0,6,2686.42,3,2,2,Good Customers,0
17387,33.0,2,784.11,2,1,1,Low Value Customers,0
17388,210.0,4,1259.56,1,1,1,Inactive Customers,1
17389,0.0,34,31833.68,3,3,3,Best Customers,0
17391,,2,508.8,1,1,1,Inactive Customers,0
17392,306.0,2,457.91,1,1,1,Inactive Customers,1
17394,218.0,1,203.87,1,1,1,Inactive Customers,1
17396,66.0,8,7330.8,2,2,3,Good Customers,0
17397,,2,696.41,1,1,1,Inactive Customers,0
17398,,3,653.38,1,1,1,Inactive Customers,0
17400,125.0,5,2129.96,1,2,2,Inactive Customers,1
17402,4.0,13,2633.85,3,3,2,Best Customers,0
17403,35.0,1,281.62,2,1,1,Low Value Customers,0
17404,3.0,15,31906.82,3,3,3,Best Customers,0
17405,0.0,3,1031.41,3,1,1,Low Value Customers,0
17406,332.0,3,2200.42,1,1,2,Inactive Customers,1
17408,,1,32.65,1,1,1,Inactive Customers,0
17409,184.0,2,771.85,1,1,1,Inactive Customers,1
17410,37.0,5,1214.72,2,2,1,Good Customers,0
17411,,3,778.94,1,1,1,Inactive Customers,0
17412,2.0,7,1258.06,3,2,1,Good Customers,0
17414,184.0,2,778.0,1,1,1,Inactive Customers,1
17415,,1,507.84,1,1,1,Inactive Customers,0
17416,29.0,7,6893.42,3,2,3,Good Customers,0
17418,,2,463.46,1,1,1,Inactive Customers,0
17419,38.0,12,4226.57,2,3,2,Good Customers,0
17420,373.0,3,598.83,1,1,1,Inactive Customers,1
17422,92.0,6,1979.37,1,2,1,Inactive Customers,1
17423,217.0,2,698.41,1,1,1,Inactive Customers,1
17425,60.0,2,759.1700000000001,2,1,1,Low Value Customers,0
17426,7.0,6,5037.26,3,2,3,Good Customers,0
17427,,1,100.8,1,1,1,Inactive Customers,0
17428,0.0,28,17256.85,3,3,3,Best Customers,0
17429,127.0,3,524.9200000000001,1,1,1,Inactive Customers,1
17430,32.0,2,265.76,2,1,1,Low Value Customers,0
17431,,1,403.3,1,1,1,Inactive Customers,0
17432,36.0,2,365.76,2,1,1,Low Value Customers,0
17433,87.0,1,303.16,2,1,1,Low Value Customers,0
17434,1.0,7,2373.82,3,2,2,Good Customers,0
17436,1.0,2,216.3,3,1,1,Low Value Customers,0
17438,,1,388.4500000000001,1,1,1,Inactive Customers,0
17440,156.0,3,186.42,1,1,1,Inactive Customers,1
17442,36.0,6,2248.56,2,2,2,Good Customers,0
17443,219.0,1,534.24,1,1,1,Inactive Customers,1
17444,151.0,3,2940.04,1,1,2,Inactive Customers,1
17446,309.0,2,120.9,1,1,1,Inactive Customers,1
17447,,2,541.53,1,1,1,Inactive Customers,0
17449,1.0,7,2520.86,3,2,2,Good Customers,0
17450,7.0,46,194550.79,3,3,3,Best Customers,0
17451,0.0,7,1721.4,3,2,1,Good Customers,0
17453,63.0,2,486.72,2,1,1,Low Value Customers,0
17454,,4,517.53,1,1,1,Inactive Customers,0
17455,,1,131.7,1,1,1,Inactive Customers,0
17456,364.0,1,249.86,1,1,1,Inactive Customers,1
17457,126.0,5,1737.7,1,2,1,Inactive Customers,1
17458,,1,316.5,1,1,1,Inactive Customers,0
17459,59.0,2,657.3,2,1,1,Low Value Customers,0
17460,93.0,6,622.4300000000001,1,2,1,Inactive Customers,1
17461,29.0,3,757.46,3,1,1,Low Value Customers,0
17462,59.0,2,675.69,2,1,1,Low Value Customers,0
17463,,5,1896.41,1,2,1,Inactive Customers,0
17464,157.0,1,289.96000000000004,1,1,1,Inactive Customers,1
17466,,2,763.28,1,1,1,Inactive Customers,0
17468,,2,137.0,1,1,1,Inactive Customers,0
17469,157.0,5,1870.97,1,2,1,Inactive Customers,1
17470,126.0,5,1125.07,1,2,1,Inactive Customers,1
17472,190.0,3,710.29,1,1,1,Inactive Customers,1
17475,,1,194.37,1,1,1,Inactive Customers,0
17480,,1,511.82,1,1,1,Inactive Customers,0
17481,3.0,4,1255.59,3,1,1,Low Value Customers,0
17483,64.0,3,414.04,2,1,1,Low Value Customers,0
17486,,1,396.87,1,1,1,Inactive Customers,0
17489,58.0,2,376.64,2,1,1,Low Value Customers,0
17490,0.0,7,2092.32,3,2,2,Good Customers,0
17491,0.0,10,3558.87,3,3,2,Best Customers,0
17492,247.0,1,374.57,1,1,1,Inactive Customers,1
17495,7.0,2,497.56,3,1,1,Low Value Customers,0
17496,,1,271.05,1,1,1,Inactive Customers,0
17498,,1,272.22,1,1,1,Inactive Customers,0
17499,,1,622.88,1,1,1,Inactive Customers,0
17500,29.0,3,1138.0,3,1,1,Low Value Customers,0
17501,220.0,2,288.6,1,1,1,Inactive Customers,1
17502,28.0,4,689.1,3,1,1,Low Value Customers,0
17503,2.0,2,558.96,3,1,1,Low Value Customers,0
17504,217.0,9,2997.03,1,2,2,Inactive Customers,1
17505,161.0,2,1145.84,1,1,1,Inactive Customers,1
17506,,1,302.2,1,1,1,Inactive Customers,0
17507,308.0,2,605.58,1,1,1,Inactive Customers,1
17508,280.0,1,387.31,1,1,1,Inactive Customers,1
17509,60.0,8,6115.14,2,2,3,Good Customers,0
17510,,1,308.48,1,1,1,Inactive Customers,0
17511,2.0,31,91062.38,3,3,3,Best Customers,0
17512,28.0,10,2924.99,3,3,2,Best Customers,0
17513,,1,513.2,1,1,1,Inactive Customers,0
17514,127.0,1,208.65,1,1,1,Inactive Customers,1
17515,30.0,4,639.02,3,1,1,Low Value Customers,0
17516,118.0,5,768.08,1,2,1,Inactive Customers,1
17517,308.0,1,153.94,1,1,1,Inactive Customers,1
17519,367.0,6,1844.02,1,2,1,Inactive Customers,1
17520,,1,546.81,1,1,1,Inactive Customers,0
17521,29.0,3,723.21,3,1,1,Low Value Customers,0
17522,1.0,5,1070.71,3,2,1,Good Customers,0
17523,,4,652.74,1,1,1,Inactive Customers,0
17524,,1,145.0,1,1,1,Inactive Customers,0
17525,,1,422.7,1,1,1,Inactive Customers,0
17526,4.0,4,1195.9,3,1,1,Low Value Customers,0
17527,217.0,4,939.37,1,1,1,Inactive Customers,1
17528,0.0,8,3628.5,3,2,2,Good Customers,0
17530,0.0,10,2385.0,3,3,2,Best Customers,0
17531,189.0,1,296.7,1,1,1,Inactive Customers,1
17534,,1,223.36,1,1,1,Inactive Customers,0
